Category,Subcategory,XBRL Tag
Assets,Current,FinancingReceivableExcludingAccruedInterestBeforeAllowanceForCreditLossFeesAndLoanInProcess
Assets,Current,FinancingReceivableExcludingAccruedInterestBeforeAllowanceForCreditLossHeldInTrust
Assets,Current,FinancingReceivableExcludingAccruedInterestBeforeAllowanceForCreditLossInvestment
Assets,Current,FinancingReceivableExcludingAccruedInterestBeforeAllowanceForCreditLossNetOfDeferredCommitmentFee
Assets,Current,FinancingReceivableExcludingAccruedInterestDeferredLoanCostNet
Assets,Current,FinancingReceivableExcludingAccruedInterestHeldForInvestment
Assets,Current,FinancingReceivableExcludingAccruedInterestHeldForInvestmentMortgageWarehouse
Assets,Current,FinancingReceivableExcludingAccruedInterestIncludingPaycheckProtectionProgramReceivablesBeforeAllowanceForCreditLoss
Assets,Current,FinancingReceivableExcludingAccruedInterestNetOfUnearnedIncomeBeforeAllowanceForCreditLoss
Assets,Current,FinancingReceivableExcludingAccruedInterestOtherAfterAllowanceForCreditLoss
Assets,Current,FinancingReceivableFairValueOption
Assets,Current,FinancingReceivableGross
Assets,Current,FinancingReceivableHeldForInvestment
Assets,Current,FinancingReceivableHeldForInvestmentAtFairValue
Assets,Current,FinancingReceivableHeldForSale
Assets,Current,FinancingReceivableHeldForSaleExcludingAccruedInterestNotPartOfDisposalGroupAfterValuationAllowance
Assets,Current,FinancingReceivableHeldForSaleLowerOfCostOrMarket
Assets,Current,FinancingReceivableHeldForSaleNetNotPartOfDisposalGroupExcludingAccruedInterest
Assets,Current,FinancingReceivableHeldForSaleNetOfPurchaseDiscount
Assets,Current,FinancingReceivableLoanInProcess
Assets,Current,FinancingReceivableNetOfDeferredIncome
Assets,Current,FinancingReceivableNetReportedAmountExcludingLoansOfConsolidatedVariableInterestEntities
Assets,Current,FinancingReceivablesNoncurrentNet
Assets,Current,FinancingReceivableSpecificAllowanceForCreditLoss
Assets,Current,FinancingReceivableUnamortizedFeesAndAllowanceForCreditLosses
Assets,Current,FinancingReceivableUnamortizedLoanCommitmentOriginationFeeAndPremiumDiscount
Assets,Current,FinancingReceivableUnamortizedLoanCommitmentOriginationFeeCosts
Assets,Current,FinancingReceivableUnamortizedLoanFeeCost
Assets,Current,FinancingReceivableUnamortizedPurchasePremiumDiscount
Liabilities,Current,FinancingServicesNetInvestmentInOperatingLeases
Liabilities,Current,FinancingTransactionFinanceObligationAmountCurrent
Liabilities,Current,FinancingTransactionFinanceObligationAmountNoncurrent
Liabilities,Non-Current,FinancingWarrantsLiability
Unclassified,Non-Current,FiniteLivedComputerSoftwareGross
Unclassified,Non-Current,FiniteLivedContractualRightsGross
Unclassified,Current,FiniteLivedCoreDepositsCustomerRelationsNet
Unclassified,Non-Current,FiniteLivedCoreDepositsGross
Unclassified,Current,FiniteLivedCustomerListsNet
Unclassified,Non-Current,FiniteLivedCustomerRelationshipsGross
Unclassified,Current,FiniteLivedCustomerRelationshipsNet
Unclassified,Current,FiniteLivedFranchiseAgreementsNet
Assets,Non-Current,FiniteLivedIntangibleAssetAcquiredInPlaceLeases
Assets,Current,FiniteLivedIntangibleAssetAcquiredInPlaceLeasesNet
Assets,Non-Current,FiniteLivedIntangibleAssetAcquiredLeases
Assets,Non-Current,FiniteLivedIntangibleAssetOffMarketLeaseFavorableGross
Assets,Current,FiniteLivedIntangibleAssetOffMarketLeaseFavorableNet
Assets,Non-Current,FiniteLivedIntangibleAssetsAccumulatedAmortization
Assets,Non-Current,FiniteLivedIntangibleAssetsAccumulatedAmortizationAndImpairment
Assets,Current,FiniteLivedIntangibleAssetsAndDeferredLeasingCostsNet
Assets,Current,FiniteLivedIntangibleAssetsAndPropertyPlantAndEquipmentNet
Assets,Non-Current,FiniteLivedIntangibleAssetsFairValueDisclosure
Assets,Non-Current,FiniteLivedIntangibleAssetsGross
Assets,Current,FiniteLivedIntangibleAssetsGrossExcludingRealEstateHeldForSale
Assets,Current,FiniteLivedIntangibleAssetsIncludingGoodwillNet
Assets,Current,FiniteLivedIntangibleAssetsLeaseRightsNet
Assets,Current,FiniteLivedIntangibleAssetsNet
Assets,Current,FiniteLivedIntangibleAssetsNetAcquisitionRelatedIntangibles
Assets,Current,FiniteLivedIntangibleAssetsNetContinuingOperations
Assets,Current,FiniteLivedIntangibleAssetsNetExcludingCustomerLists
Assets,Current,FiniteLivedIntangibleAssetsNetIncludingCapitalizedSoftwareNotYetPlacedInService
Assets,Non-Current,FiniteLivedIntangibleAssetsNetOfAccumulatedAmortizationBeforeImpairmentCharges
Assets,Current,FiniteLivedIntangibleAssetsNetOfAmountsIncludedInRealEstateAssetsHeldForSale
Assets,Current,FiniteLivedIntangibleLeaseAssetsNet
Assets,Current,FiniteLivedIntangibleLeaseLiabilityNet
Assets,Current,FiniteLivedIntangibleLiabilitiesNet
Assets,Current,FiniteLivedIntangibleLiabilityNet
Assets,Current,FiniteLivedIntellectualPropertyNet
Unclassified,Non-Current,FiniteLivedLicense
Unclassified,Non-Current,FiniteLivedLicenseAgreementsGross
Unclassified,Current,FiniteLivedLicenseAgreementsNoncurrent
Unclassified,Current,FiniteLivedPatentsAndTechnologyNet
Unclassified,Non-Current,FiniteLivedPatentsGross
Unclassified,Current,FiniteLivedPatentsNet
Unclassified,Non-Current,FiniteLivedTrademarksGross
Unclassified,Non-Current,FiniteLivedTradeNamesGross
Unclassified,Non-Current,FiveAndOneEighthPercentConvertibleSeniorNotes
Assets,Non-Current,FixedAssets
Assets,Non-Current,FixedAssetsNetOfAccumulatedDepreciation
Assets,Current,FixedAssetsNetOfDepreciation
Assets,Non-Current,FixedAssetsNotInService
Assets,Non-Current,FixedAssetsVessels
Unclassified,Non-Current,FixedDeposits
Unclassified,Non-Current,FixedIncomeSecurities
Unclassified,Non-Current,FixedIncomeSecuritiesAtCost
Unclassified,Non-Current,FixedIncomeSecuritiesHeldInFuturesBrokerTradingAccountsAtCost
Unclassified,Non-Current,FixedIncomeSecuritiesInFuturesBrokersTradingAccounts
Unclassified,Non-Current,FixedMaturityConsideration
Unclassified,Current,FixedMaturityConsiderationNoncurrent
Assets,Non-Current,FixedPropertyIncludingIntangible
Unclassified,Current,FixedShortTermBanksAndEscrowDepositsRestrictedCurrent
Assets,Non-Current,FixturesAndEquipment
Assets,Non-Current,FixturesAndEquipmentGross
Assets,Non-Current,FlightEquipment
Assets,Non-Current,FlightEquipmentAccumulatedDepreciation
Assets,Non-Current,FlightEquipmentGross
Assets,Non-Current,FlightEquipmentGrossPlusDeposits
Assets,Current,FlightEquipmentNet
Assets,Non-Current,FlightPropertyAndEquipmentGross
Unclassified,Current,FloorPlanFacilityCurrent
Liabilities,Current,FloorPlanNotesPayable
Liabilities,Current,FloorplanNotesPayableCreditFacilityGross
Liabilities,Current,FloorPlanNotesPayableCurrentNet
Liabilities,Current,FloorplanNotesPayableManufacturerAffiliates
Liabilities,Current,FloorPlanNotesPayableNonTrade
Liabilities,Current,FloorPlanNotesPayableTrade
Liabilities,Non-Current,FloorPlanObligations
Unclassified,Non-Current,FloorplanOffset
Liabilities,Current,FloorPlanPayable
Liabilities,Current,FloorPlanPayablesNonTradeCurrent
Liabilities,Current,FloorPlanPayablesTradeCurrent
Liabilities,Current,FlowthroughPremiumLiabilities
Unclassified,Non-Current,FlowThroughShareLiability
Unclassified,Current,FlowThroughSharePremiumCurrent
Unclassified,Non-Current,FMCCOffset
Assets,Non-Current,ForeclosedAssets
Unclassified,Non-Current,ForeclosedRealEstateFairValueDisclosure
Unclassified,Non-Current,ForeignCurrenciesAtFairValueCost
Unclassified,Non-Current,ForeignCurrencyContractAssetFairValueDisclosure
Unclassified,Non-Current,ForeignCurrencyContractsLiabilityFairValueDisclosure
Liabilities,Non-Current,ForeignCurrencyTransactionGainLossBeforeTax
Unclassified,Non-Current,ForeignCurrencyTranslationAdjustment
Liabilities,Non-Current,ForeignCurrencyTranslationAdjustmentsTax
Assets,Current,ForeignTaxReceivable
Assets,Current,ForeignTaxReceivableNoncurrent
Unclassified,Non-Current,Forestlands
Unclassified,Non-Current,ForfeitedSharesAccount
Unclassified,Current,ForgivableLoansCurrent
Unclassified,Current,ForgivableLoansNoncurrent
Equity,Non-Current,FormerGeneralPartnersCapitalAccount
Assets,Non-Current,FormerGeneralPartnersCumulativeCashDistributions
Unclassified,Current,FormerGeneralPartnersCumulativeNetIncome
Unclassified,Current,ForwardContractCurrent
Unclassified,Current,ForwardContractLiabilityCurrent
Assets,Non-Current,ForwardMSRRelatedInvestmentsAtFairValue
Unclassified,Non-Current,ForwardPurchaseAgreement
Unclassified,Non-Current,ForwardPurchaseAgreementAmount
Unclassified,Non-Current,ForwardPurchaseAgreementAndDerivativeLiability
Assets,Non-Current,ForwardPurchaseAgreementAssetsRelatedParties
Liabilities,Current,ForwardPurchaseAgreementLiabilitiesWithRelatedParties
Unclassified,Non-Current,ForwardPurchaseAgreementLiability
Assets,Current,ForwardPurchaseAgreementProceedsReceivableFromSponsor
Unclassified,Non-Current,ForwardPurchaseAgreementPutOptionLiability
Unclassified,Current,ForwardPurchaseAgreementPutOptionLiabilityNoncurrent
Assets,Current,ForwardPurchaseReceivableCurrent
Assets,Current,ForwardPurchaseReceivableNonCurrent
Unclassified,Non-Current,ForwardSharePurchaseAgreementLiability
Unclassified,Current,ForwardSharePurchaseLiabilityCurrent
Unclassified,Non-Current,FractionalSharesRepurchaseObligationAmount
Liabilities,Non-Current,FranchiseAndAssessmentFeesTaxes
Liabilities,Current,FranchiseAndIncomeTaxesPayable
Unclassified,Current,FranchiseRightsAcquiredNet
Liabilities,Non-Current,FranchiseTaxAccrual
Liabilities,Current,FranchiseTaxesPayableCurrent
Liabilities,Current,FranchiseTaxPayable
Liabilities,Current,FranchiseTaxPayableCurrent
Liabilities,Current,FranchiseTaxPayablesCurrent
Assets,Current,FranchiseTaxReceivableCurrent
Unclassified,Non-Current,FrbnyCommercialPaperFundingFacility
Unclassified,Non-Current,FrbnyCommericialPaperFundingFacilityAtFairValue
Unclassified,Non-Current,FrbnyCreditFacility
Unclassified,Non-Current,Fuel
Assets,Non-Current,FuelAndGasInventoryAtAverageCost
Assets,Non-Current,FuelInventoryAtAverageCost
Unclassified,Non-Current,FundBorrowings
Liabilities,Current,FundDistributionsPayableToLimitedPartners
Unclassified,Non-Current,FundsDepositedByCounterparties
Unclassified,Non-Current,FundsDepositedForBenefitOfReinsuredCompanies
Unclassified,Non-Current,FundSharesRedeemed
Unclassified,Non-Current,FundsHeld
Unclassified,Non-Current,FundsHeldAtPaymentProcessors
Unclassified,Non-Current,FundsHeldClients
Unclassified,Non-Current,FundsHeldForClients
Unclassified,Current,FundsHeldforClientsLiabilityCurrent
Unclassified,Non-Current,FundsHeldForCustomersLiability
Unclassified,Non-Current,FundsHeldInRestrictedEscrowAccount
Unclassified,Non-Current,FundsHeldReinsuranceAndFundsHeldDirectlyManaged
Unclassified,Non-Current,FundsHeldUnderReinsuranceAgreementsAsset
Unclassified,Non-Current,FundsHeldUnderReinsuranceAgreementsFairValueOption
Unclassified,Non-Current,FundsHeldUnderReinsuranceAgreementsLiability
Unclassified,Non-Current,FundsInRespectOfEmployeeRightsUponTermination
Liabilities,Current,FundsPayableAndAmountsDueToCustomers
Liabilities,Current,FundsPayableAndAmountsDueToSellersCurrent
Liabilities,Current,FundsPayableToOwnersCurrent
Liabilities,Current,FundsPayableToRedeemedClassAStockholders
Assets,Current,FundsReceivable
Assets,Current,FundsReceivableAndAmountsHeldForCustomers
Assets,Current,FundsReceivableAndCustomerAccounts
Assets,Current,FundsReceivableAndFundsHeldOnBehalfOfClients
Assets,Current,FundsReceivableAndSellerAccountsCurrent
Assets,Current,FundsReceivableCurrent
Liabilities,Current,FundSupportLiabilities
Liabilities,Current,FundsWithheldPayableAtInterest
Unclassified,Non-Current,FundsWithheldUnderCoinsuranceAgreements
Assets,Non-Current,FurnitureAndFixturesAndFinanceLeaseRightOfUseAssetGross
Unclassified,Non-Current,FurnitureAndFixturesGross
Unclassified,Non-Current,FurnitureAndLeaseholdImprovements
Assets,Non-Current,FurnitureEquipmentAndSoftwareGross
Assets,Non-Current,FurnitureFixturesAndEquipmentGross
Assets,Non-Current,FurnitureOfficeEquipmentAndComputerSoftware
Assets,Non-Current,FutureContingentMilestoneAndRoyaltyAssets
Liabilities,Current,FutureEstimatedDistributionFeesPayable
Unclassified,Non-Current,FuturePolicyBenefitsForLifeAndAccidentAndHealthInsuranceContracts
Unclassified,Current,FuturePowerCreditsCurrent
Unclassified,Current,FuturePowerCreditsNonCurrent
Unclassified,Non-Current,FutureRoyaltyPaymentContingencies
Unclassified,Non-Current,FutureStayCredits
Assets,Non-Current,GainLossOnSaleOfInvestments
Equity,Non-Current,GainsOnSaleOfTreasuryStock1
Unclassified,Non-Current,GamingFacilityMandatedPayment
Liabilities,Current,GamingTaxesPayableCurrent
Assets,Non-Current,GasAndOilPlant
Unclassified,Non-Current,GasAndOilPropertiesUsingFullCostMethod
Unclassified,Non-Current,GasAvailableForCustomerNominationAtAverageCost
Unclassified,Non-Current,GasGatheringSystem
Unclassified,Current,GasGatheringTransmissionAndProcessingFacilitiesNoncurrent
Unclassified,Non-Current,GasImbalanceAssetLiability
Liabilities,Current,GasImbalancePayableCurrent
Assets,Current,GasImbalanceReceivableCurrent
Unclassified,Non-Current,GasImbalances
Unclassified,Non-Current,GasImbalancesLiability_KMP
Liabilities,Current,GasImbalancesPayableCurrent
Assets,Non-Current,GasPropertyPlantAndEquipment
Liabilities,Current,GasPurchasePayableCurrent
Unclassified,Current,GatheringProcessingAndTransmissionFacilitiesNoncurrent
Unclassified,Non-Current,GatheringSystems
Unclassified,Non-Current,GemCommitmentFeeLiability
Liabilities,Non-Current,GeneralAndAdministrativeExpense
Liabilities,Current,GeneralAndAdministrativeExpensesPayable
Equity,Non-Current,GeneralAndLimitedPartnersCapitalAccount
Equity,Non-Current,GeneralAndSpecialLimitedPartnersCapitalAccount
Equity,Non-Current,GeneralLimitedPartnersCapitalAccount
Unclassified,Non-Current,GeneralPartner1AllocationPercentage
Assets,Current,GeneralPartner1AllocationReceivable
Assets,Current,GeneralPartner1AllocationReceivablePercentage
Liabilities,Current,GeneralPartnerAllocationPayable
Liabilities,Current,GeneralPartnerFeesPayable
Liabilities,Current,GeneralPartnerManagementAndPerformanceFeesPayable
Equity,Non-Current,GeneralPartnersCapitalAccount
Equity,Non-Current,GeneralPartnersCapitalAccounts
Equity,Non-Current,GeneralPartnersCapitalAccountUnitsIssued
Equity,Non-Current,GeneralPartnersCapitalAccountUnitsOutstanding
Assets,Non-Current,GeneralPartnersCumulativeCashDistributions
Unclassified,Current,GeneralPartnersCumulativeNetIncome
Liabilities,Non-Current,GeneralPartnersInterestRatePercentage
Liabilities,Current,GeneralPartnersNotesPayable
Liabilities,Non-Current,GeneralPartnersShareOfUndistributedEarningsIncentiveDistributionRightEmbeddedInGeneralPartnerInterest
Unclassified,Current,GHGEmissionAllowancesCurrent
Unclassified,Non-Current,GiftCardLiability
Unclassified,Current,GiftCardLiabilityAndOtherCurrent
Unclassified,Current,GiftCardLiabilityCurrent
Unclassified,Non-Current,GiftCardsAndCustomerDeposits
Unclassified,Current,GmPostretirementCostSharingAssetNoncurrent
Liabilities,Current,GoldPayable
Unclassified,Non-Current,GoodFaithAndMarginDepositsWithBrokerDealers
Assets,Current,GoodsAndServicesTaxReceivable
Assets,Current,GoodsAndServicesTaxReceivableCurrent
Assets,Current,GoodsAndServiceTaxReceivableCurrent
Assets,Non-Current,Goodwill
Assets,Current,GoodwillAndAcquiredIntangibleAssetsNet
Assets,Non-Current,GoodwillAndIndefiniteLivedIntangibles
Assets,Non-Current,GoodwillAndIntangibleAssets
Assets,Current,GoodwillAndIntangibleAssetsNet
Assets,Non-Current,GoodwillAndIntangibles
Assets,Current,GoodwillAndOtherAssets
Assets,Current,GoodwillAndOtherIntangibleAssets
Assets,Current,GoodwillAndOtherIntangibleAssetsNet
Assets,Current,GoodwillAndOtherIntangiblesNet
Assets,Current,GoodwillAndOtherNetIntangibleAssetsFinancialServices
Assets,Current,GoodwillAndTradenameNetOfAmortization
Assets,Non-Current,GoodwillGross
Assets,Non-Current,GoodwillImpairedAccumulatedImpairmentLoss
Assets,Non-Current,GoodwillIntangibleAssetsLessAccumulatedAmortization
Assets,Current,GoodwillNoncurrent
Assets,Current,GoodwillServicingAssetsatFairValueandOtherIntangibleAssets
Unclassified,Non-Current,GovernmentalIssuerLoans
Unclassified,Non-Current,GovernmentalIssuerLoansAllowanceForCreditLosses
Unclassified,Non-Current,GovernmentalIssuerLoansHeldInTrust
Unclassified,Non-Current,GovernmentAndGovernmentBackedSecurities
Unclassified,Non-Current,GovernmentAndGovernmentBackedSecuritiesAtFairValue
Liabilities,Current,GovernmentAndVendorNotesPayableLongTermPortion
Unclassified,Current,GovernmentAssistanceAmountCumulativeCurrent
Unclassified,Current,GovernmentAssistanceLiabilityCurrent
Unclassified,Current,GovernmentAssistanceLiabilityNoncurrent
Liabilities,Current,GovernmentAssistancePayable
Equity,Non-Current,GovernmentContributionsToEquity
Unclassified,Non-Current,GovernmentGrant
Unclassified,Non-Current,GovernmentRemittances
Assets,Current,GovernmentSubsidiesReceivables
Unclassified,Non-Current,GrainFacilities
Liabilities,Current,GrantDeferredRevenueNonCurrent
Unclassified,Non-Current,GrantorTrustShares
Liabilities,Current,GrantRepayableCurrent
