tag,category,subcategory
CapitalizedCostsOfUnprovedPropertiesExcludedFromAmortization,Assets,Non-Current
CapitalizedCostsOfUnprovedPropertiesExcludedFromAmortizationCumulative,Assets,Non-Current
CapitalizedCostsOilAndGasProducingActivitiesGross,Equity,Non-Current
CapitalizedCostsOilAndGasProducingActivitiesNet,Equity,Current
CapitalizedCostsProvedProperties,Equity,Non-Current
CapitalizedCostsSupportEquipmentAndFacilities,Assets,Non-Current
CapitalizedCostsUnprovedProperties,Equity,Non-Current
CapitalizedCostsWellsAndRelatedEquipmentAndFacilities,Assets,Non-Current
CapitalizedLeaseDisposalCostsNet,Equity,Current
CapitalizedPermitCosts,Equity,Non-Current
CapitalizedProductDevelopmentCost,Equity,Non-Current
CapitalizedResearchAndDevelopmentInProcess,Equity,Non-Current
CapitalizedSoftware,Equity,Non-Current
CapitalizedSoftwareAndOtherIntangiblesNet,Assets,Current
CapitalizedSoftwareDevelopmentCostsForSoftwareApplicationsUsedInternallyNet,Equity,Current
CapitalizedSoftwareDevelopmentCostsForSoftwareApplicationUsedInternallyCurriculumContentNet,Equity,Current
CapitalizedSoftwareDevelopmentCostsForSoftwareSoldToCustomer,Equity,Non-Current
CapitalizedSoftwareDevelopmentCostsNet,Equity,Current
CapitalizedSoftwareHeldForSaleNet,Equity,Current
CapitalizedVoyageExpenses,Liabilities,Non-Current
CapitalLeasedAssetsGross,Assets,Non-Current
CapitalLeaseLessCurrentPortion,Equity,Current
CapitalLeaseObligation,Equity,Non-Current
CapitalLeaseObligations,Liabilities,Non-Current
CapitalLeaseObligationsAndOtherLiabilitiesNoncurrent,Liabilities,Current
CapitalLeaseObligationsCurrent,Liabilities,Current
CapitalLeaseObligationsNoncurrent,Liabilities,Current
CapitalLeasesBalanceSheetAssetsByMajorClassNet,Assets,Current
CapitalLoanFromRelatedPartyAdjustedBalance,Equity,Non-Current
CapitalNet,Equity,Current
CapitalParts,Equity,Non-Current
CapitalPendingAcceptance,Equity,Non-Current
CapitalReceivablesOfConvertibleNotes,Assets,Current
CapitalRedemptionReserve,Equity,Non-Current
CapitalReserve,Equity,Non-Current
CapitalReserves,Equity,Non-Current
CapitalSharesPayable,Liabilities,Current
CapitalSharesReceivable,Assets,Current
CapitalsReserve,Equity,Non-Current
CapitalStock,Equity,Non-Current
CapitalStockAndAdditionalPaidInCapital,Equity,Non-Current
CapitalStockAuthorizedSharesOfPreferredStock,Equity,Non-Current
CapitalStockExpense,Liabilities,Non-Current
CapitalStockParOrStatedValuePerShare,Equity,Non-Current
CapitalStockParValuePerShare,Equity,Non-Current
CapitalStockSharesAuthorized,Equity,Non-Current
CapitalStockSharesOfExcessCommonStock,Equity,Non-Current
CapitalStockValue,Equity,Non-Current
CapitalUnits,Equity,Non-Current
CapitalUnitsIssued,Equity,Non-Current
CapitalUnitsNetAmount,Equity,Current
CapitalUnitsOutstanding,Equity,Non-Current
CapitalUnitsStatedValue,Equity,Non-Current
CapitalWithdrawalsPayableToGeneralPartner,Liabilities,Current
CapitalWithdrawalsPayableToLimitedPartners,Liabilities,Current
CapitalWithdrawalsPayableToLps,Liabilities,Current
CapitalWorkinprocess,Equity,Non-Current
CapitalWorkInProgress,Equity,Non-Current
CapitalWorkInProgressAmount,Equity,Non-Current
CaptialStockSharesOfExcessCommonStock,Equity,Non-Current
CardmemberLendingReserves,Unclassified,Non-Current
CardmemberReceivables,Assets,Current
CardmemberReceivablesReserves,Assets,Current
CaresActPaycheckProtectionProgramAdvanceCurrent,Unclassified,Current
CaresActPaycheckProtectionProgramAdvanceNoncurrent,Unclassified,Current
CareTrustsCorpus,Unclassified,Non-Current
CarpetCareReserve,Unclassified,Non-Current
CarriedInterestAllocationCurrent,Liabilities,Current
CarriedInterestAllocationNoncurrent,Liabilities,Current
CarrierLiabilitiesCurrent,Liabilities,Current
Carryingvaluedebtmeasuredatfairvalue,Liabilities,Current
CarryingValueOfFederalFundsPurchasedSecuritiesSoldUnderAgreementsToRepurchaseAndDepositsReceivedForSecuritiesLoaned,Unclassified,Non-Current
CarryingValueOfFederalFundsSoldSecuritiesPurchasedUnderAgreementsToResellAndDepositsPaidForSecuritiesBorrowed,Unclassified,Non-Current
Cash,Assets,Non-Current
CashAndBankBalancesAtCentralBanks,Assets,Non-Current
CashAndCashDeposits,Assets,Non-Current
CashandCashDueFromBanks,Assets,Current
CashAndCashEquivalents,Assets,Non-Current
CashAndCashEquivalentsAtCarryingValue,Assets,Non-Current
CashAndCashEquivalentsAtCarryingValueBankingFinanceAssets,Assets,Non-Current
CashAndCashEquivalentsAtCarryingValueExcludingVariableInterestEntities,Assets,Current
CashAndCashEquivalentsAtCarryingValueHeldAtConsolidatedFunds,Assets,Non-Current
CashAndCashEquivalentsAtCarryingValueIncludingDiscontinuedOperations,Assets,Non-Current
CashAndCashEquivalentsAtCarryingValueIncludingRestrictedCash,Assets,Non-Current
CashAndCashEquivalentsAtCarryingValueInEquityInTradingAccounts,Assets,Non-Current
CashAndCashEquivalentsAtCost,Assets,Non-Current
CashAndCashEquivalentsContinuingOperations,Assets,Non-Current
CashAndCashEquivalentsCost,Assets,Non-Current
CashAndCashEquivalentsEquityInTradingAccounts,Assets,Non-Current
CashAndCashEquivalentsExcludingTimeDeposits,Assets,Current
CashAndCashEquivalentsExcludingTimeDepositsAtCarryingValue,Assets,Current
CashAndCashEquivalentsFairValueDisclosure,Assets,Non-Current
CashAndCashEquivalentsGeneral,Assets,Non-Current
CashAndCashEquivalentsHeldByVariableInterestEntities,Assets,Non-Current
CashAndCashEquivalentsIncludedInAssetsOfAbandonedEntities,Assets,Non-Current
CashAndCashEquivalentsInEquityInTradingAccounts,Assets,Non-Current
CashAndCashEquivalentsInTradingAccounts,Assets,Non-Current
CashAndCashEquivalentsLessTimeDepositsAtCarryingValue,Assets,Non-Current
CashAndCashEquivalentsOfConsolidatedInvestmentProducts,Assets,Non-Current
CashAndCashEquivalentsUnderReverseRepurchaseAgreements,Assets,Non-Current
CashAndDepositsWithFinancialInstitutions,Assets,Non-Current
CashAndDueFromBanks,Assets,Current
CashandDuefromBanksAllowanceforCreditLoss,Assets,Current
CashAndDueFromBanksExcludingFederalHomeLoanBankCashFairValueDisclosure,Assets,Current
CashAndDueFromBanksIncludingSpecificRestrictedCash,Assets,Current
CashAndInterestBearingDepositsWithBanks,Assets,Non-Current
CashAndMarketableSecuritiesHeldInTrustAccountNonCurrent,Assets,Current
CashAndMoneyMarketFunds,Assets,Non-Current
CashAndSecuritiesSegregatedAtCost,Assets,Non-Current
CashAndSecuritiesSegregatedForRegulatoryAndOtherPurposesAtFairValue,Assets,Current
CashAndSecuritiesSegregatedUnderFederalAndOtherRegulations,Assets,Current
CashAndSecuritiesSegregatedUnderFederalAndOtherRegulationsFairValueDisclosure,Assets,Current
CashAndSecuritiesSegregatedUnderSecuritiesExchangeCommissionRegulation,Assets,Non-Current
CashAtFederalReserveAndOtherBanks,Assets,Current
CashAtInterbankMarketMaker,Assets,Non-Current
CashAtSwapsBroker,Assets,Non-Current
CashCashEquivalentAndRestrictedCashAtCarryingValue,Assets,Non-Current
CashCashEquivalentsAndFederalFundsSold,Assets,Non-Current
CashCashEquivalentsAndMarketableSecurities,Assets,Non-Current
CashCashEquivalentsAndRestrictedCash,Assets,Non-Current
CashCashEquivalentsAndRestrictedCashCurrent,Assets,Current
CashCashEquivalentsAndShortTermInvestments,Assets,Non-Current
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,Assets,Non-Current
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents1,Assets,Non-Current
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsContinuingOperations,Assets,Non-Current
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsCurrent,Assets,Current
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsExcludingOtherAssets,Assets,Current
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,Assets,Non-Current
CashCashEquivalentsRestrictedCashAndShortTermInvestments,Assets,Non-Current
CashCollateralForBorrowedSecurities,Assets,Non-Current
CashCollateralHeldForCounterparties,Assets,Non-Current
CashCollateralOnSecuritiesBorrowed,Assets,Non-Current
CashCollateralOnSecuritiesLent,Assets,Non-Current
CashCollateralPaidInSupportOfEnergyRiskManagementActivities,Assets,Non-Current
CashCollateralPostedByCounterparties,Assets,Non-Current
CashCollateralReceivedInSupportEnergyRiskManagementActivities,Assets,Non-Current
CashDenominatedInForeignCurrenciesAsset,Assets,Non-Current
CashDenominatedInForeignCurrenciesCostAssets,Assets,Non-Current
CashDenominatedInForeignCurrenciesLiability,Assets,Non-Current
CashDistributionsAndLossesInPartnershipsAndJointVenturesAtEquity,Assets,Non-Current
CashDistributionsInUnconsolidatedRealEstateVentures,Assets,Non-Current
CashDividendsPayable,Assets,Current
CashDueFromBanksAndInterestBearingDepositsInBanks,Assets,Current
CashEquivalentReverseRepurchaseAgreements,Assets,Non-Current
CashEquivalents,Assets,Non-Current
CashEquivalentsAtCarryingValue,Assets,Non-Current
CashEquivalentsAtCost,Assets,Non-Current
CashHeldBy1031ExchangeFacilitator,Assets,Non-Current
CashHeldByFundsAndOther,Assets,Current
CashHeldForAcquisitionsNoncurrent,Assets,Current
CashHeldInEscrow,Assets,Non-Current
CashHeldInForeignCurrency,Assets,Non-Current
CashHeldInForeignCurrencyAcquisitionCost,Assets,Non-Current
CashHeldInFundDenominatedInForeignCurrency,Assets,Non-Current
CashHeldInFundDenominatedInForeignCurrencyAtCost,Assets,Non-Current
CashHeldInFundDenominatedInForeignCurrencyProceeds,Assets,Non-Current
CashHeldInTheTrustAccountNoncurrent,Assets,Current
CashHeldInTrust,Assets,Non-Current
CashHeldInTrustAccount,Assets,Non-Current
CashHeldInTrustNoncurrent,Assets,Current
CashInAutomatedTellerMachine,Assets,Non-Current
CashInConsolidatedJointVentures,Assets,Non-Current
CashInEscrow,Assets,Non-Current
CashInFuturesBrokersTradingAccounts,Assets,Non-Current
CashInNonOwnedAtms,Assets,Non-Current
CashNotHeldInForeignCurrency,Assets,Non-Current
CashOnHand,Assets,Non-Current
CashOverdraftNew,Assets,Non-Current
CashOverdrafts,Assets,Non-Current
CashOverdraftsDenominatedInForeignCurrenciesCost,Assets,Non-Current
CashPerformanceBondsAndSecurityDepositLiability,Assets,Non-Current
CashPledgedCustomerAdvancesAndDeposits,Assets,Non-Current
CashReserveDepositRequiredAndMade,Assets,Non-Current
CashReservedForUsers,Assets,Non-Current
CashReservedForUsersCurrent,Assets,Current
CashRestrictedCashAndCashEquivalents,Assets,Non-Current
CashSegregatedCustomers,Assets,Non-Current
CashSegregatedForRegulatoryPurposes,Assets,Non-Current
CashSegregatedProprietaryAccountsOfBrokerDealers,Assets,Non-Current
CashSegregatedUnderCommodityExchangeActRegulation,Assets,Non-Current
CashSegregatedUnderOtherRegulations,Assets,Current
CashSurrenderValueFairValueDisclosure,Assets,Non-Current
CashSurrenderValueOfLifeInsurance,Assets,Non-Current
CashSurrenderValueOfLifeInsuranceAndCashHeldInTrust,Assets,Non-Current
CashUnderwritingFeePayableCurrent,Assets,Current
CashValueOfOfficersLifeInsuranceAndOtherAssetsNoncurrent,Assets,Current
CasualtyAndEnvironmentalLiabilities,Liabilities,Current
CasualtyEnvironmentalAndOtherReservesCurrent,Unclassified,Current
CasualtyEnvironmentalAndOtherReservesNoncurrent,Unclassified,Current
CatastropheBond,Unclassified,Non-Current
CatastropheBondsAmortizedCost,Unclassified,Non-Current
CededPremiumsPayable,Liabilities,Current
CededUnearnedPremiums,Unclassified,Non-Current
CedingCommissionsReceivable,Assets,Current
CemeteryPerpetualCareTrustInvestments,Assets,Non-Current
CemeteryPerpetualCareTrustObligation,Unclassified,Non-Current
CemeteryProperty,Assets,Non-Current
CemeteryPropertyAtCost,Assets,Non-Current
CepiAccrualLongTerm,Unclassified,Non-Current
CertificateOfBeneficialInterestLandTrust,Liabilities,Non-Current
CertificateOfDeposit,Unclassified,Non-Current
CertificatesOfDeposit,Unclassified,Non-Current
CertificatesOfDepositAtCarryingValue,Unclassified,Non-Current
ChangeInTaxRateDeferredTaxLiability,Liabilities,Non-Current
ChannelClientDepositsPayable,Liabilities,Current
ChannelRetainedFundsNet,Unclassified,Current
ChargebacksPayable,Liabilities,Current
ChargerGogoMachines,Unclassified,Non-Current
CheckingSavingsAndMoneyMarket,Unclassified,Non-Current
ChemicalPlants,Assets,Non-Current
CIRMAwardLiabilityNoncurrent,Unclassified,Current
ClaimPaymentsOutstanding,Unclassified,Non-Current
ClaimsAndDiscountsPayable,Liabilities,Current
ClaimsandRebatesPayable,Liabilities,Current
ClaimsFinancingObligationNotesPayable,Liabilities,Current
ClaimsFinancingObligationNotesPayableCurrent,Liabilities,Current
ClaimsInsuranceAndOtherNoncurrent,Unclassified,Current
ClaimsPayableCurrent,Liabilities,Current
ClassACommonStockPendingRedemption,Equity,Non-Current
ClassACommonStockPendingRedemptions,Equity,Non-Current
ClassACommonStockValue,Equity,Non-Current
ClassASharesSubjectToRepurchase,Unclassified,Non-Current
ClassB1ActivityStockSharesIssuedAndOutstanding,Equity,Non-Current
ClassB2MembershipStockSharesIssuedAndOutstanding,Equity,Non-Current
ClassBCommonStockValue,Equity,Non-Current
ClassBNonVotingCommonStock,Equity,Non-Current
ClassBPartnersCapitalAccountUnitsIssued,Equity,Non-Current
ClassBPartnersCapitalAccountUnitsOutstanding,Equity,Non-Current
ClassBUnits,Unclassified,Non-Current
ClassBUnitsPartnersCapitalAccount,Equity,Non-Current
ClassCSpecialStockValue,Equity,Non-Current
ClassOfWarrantOrRightIssued,Liabilities,Non-Current
ClassOfWarrantOrRightOutstanding,Equity,Equity
ClassOfWarrantOrRightWarrantLiabilitiesNoncurrent,Liabilities,Current
ClassOfWarrantsOrRightIssued,Liabilities,Non-Current
ClassOfWarrantsOrRightsUnamortizedDiscount,Liabilities,Non-Current
CleanEnergyProgram,Unclassified,Non-Current
CleanEnergyProgramCurrent,Unclassified,Current
CleanEnergyProgramNoncurrent,Unclassified,Current
ClearingDepositsCurrent,Unclassified,Current
CleneNanomedicineContingentEarnout,Unclassified,Non-Current
ClientAccountsReceivableNet,Assets,Current
ClientCertificatesOfDeposit,Unclassified,Non-Current
ClientCustodialFundsCurrent,Unclassified,Current
ClientFundObligations,Liabilities,Non-Current
ClientFundObligationsCurrent,Liabilities,Current
ClientFundsHeld,Unclassified,Non-Current
ClientFundsObligation,Unclassified,Non-Current
ClientFundsObligations,Liabilities,Non-Current
ClientFundsObligationsCurrent,Liabilities,Current
ClientFundsPayableCurrent,Liabilities,Current
ClientIncentivesAssetsCurrent,Assets,Current
ClientIncentivesAssetsNoncurrent,Assets,Current
ClientIncentivesLiabilitiesCurrent,Liabilities,Current
ClientMoneyPayable,Liabilities,Current
ClientRebatesAndGuaranteesPayable,Liabilities,Current
ClientSecuritySettlementReceivables,Assets,Current
ClientsFundsHeldInTrust,Unclassified,Non-Current
ClinicalHoldbackCurrent,Unclassified,Current
ClinicalHoldbackNoncurrent,Unclassified,Current
ClinicalTrialDepositCurrent,Unclassified,Current
ClinicFeesAndInsuranceReceivablesNetCurrent,Assets,Current
Cloudcomputingarrangements,Unclassified,Non-Current
CloudComputingNoncurrent,Unclassified,Current
CnpThirdPartiesNetOfDiscounts,Unclassified,Current
CO2PropertiesEquipmentAndPipelines,Assets,Non-Current
CoalDerivativeAssets,Assets,Non-Current
CoalDerivativeLiabilities,Liabilities,Current
CoalReclamationAndUnionTrust,Unclassified,Non-Current
CoInvestments,Assets,Non-Current
CollabCommissionsAndRoyaltiesPayable,Liabilities,Current
CollaborationAdvance,Unclassified,Non-Current
CollaborationContractAssetAndOtherAssets,Assets,Current
CollaborationCreditReceivableCurrent,Assets,Current
CollaborationPayable,Liabilities,Current
CollaborationPayableCurrent,Liabilities,Current
CollaborationPrepaidLeases,Assets,Non-Current
CollaborationReceivable,Assets,Current
CollaborationReceivableCurrent,Assets,Current
CollaborationReceivableRelatedPartiesCurrent,Assets,Current
CollaborationReceivableRelatedPartiesNonCurrent,Assets,Current
CollateralAlreadyPostedAggregateFairValue,Unclassified,Non-Current
CollateralFinancingArrangements,Liabilities,Non-Current
CollateralHeldForInsuredObligations,Liabilities,Non-Current
CollateralizedAgreements,Unclassified,Non-Current
CollateralizedFinancings,Liabilities,Non-Current
CollateralizedFinancingsConsolidatedInvestmentEntities,Liabilities,Non-Current
CollateralizedLoanObligation,Unclassified,Non-Current
CollateralizedLoanObligationProceedsHeldAtTrustee1,Unclassified,Non-Current
CollateralizedLoanObligations,Liabilities,Non-Current
CollateralizedLoanObligationsAndSecuredFinancingNet,Liabilities,Current
CollateralizedLoanObligationsNet,Liabilities,Current
CollateralOnForeignCurrencyForwardContract,Unclassified,Non-Current
CollateralOnLoanedSecurities,Unclassified,Non-Current
CollateralPaid,Unclassified,Non-Current
CollateralPaidToInsuranceCarriersNetOfHealthBenefitLossReservesCurrent,Unclassified,Current
CollateralPayableOnLoanedSecurities,Liabilities,Current
CollateralReceivableDueFromLender,Assets,Current
CollateralReceived,Unclassified,Non-Current
CollateralReceivedForLoanedSecurities,Unclassified,Non-Current
CommercialAgreementAssetNet,Unclassified,Current
CommercialAgreementNoncurrent,Unclassified,Current
CommercialBankAcquisitionDeposit,Unclassified,Non-Current
CommercialLoan,Unclassified,Non-Current
CommercialMortgageAndOtherLoansFairValue,Unclassified,Current
Commercialmortgageloanfairvalue,Unclassified,Non-Current
CommercialMortgageLoanInvestmentProperty,Assets,Non-Current
CommercialOfficeBuilding,Unclassified,Non-Current
CommercialPaper,Unclassified,Non-Current
CommercialPaperAndBankLoans,Unclassified,Non-Current
CommercialPaperAndShortTermBankLoansAndOtherNotesPayable,Liabilities,Current
CommercialPaperCurrent,Unclassified,Current
CommercialPaperNoncurrent,Unclassified,Current
CommercialRealEstateLoanInvestmentsAtFairValue,Assets,Non-Current
CommercialRightsLiability,Unclassified,Non-Current
CommissionFeesAndOtherReceivable,Assets,Current
CommissionLiability,Unclassified,Non-Current
CommissionPayable,Liabilities,Current
CommissionPayableCurrent,Liabilities,Current
CommissionReceivableNonCurrentPortion,Assets,Current
CommissionsAndFloorBrokerageReceivables,Assets,Current
CommissionsAndIncentivesPayable,Liabilities,Current
CommissionsAndOther,Unclassified,Current
CommissionsFeesPremiumsClaimsAndOtherReceivablesGross,Assets,Current
